"","gene2","cluster","avg_log2FC","gene"
"48573","OCIAD2","U3",-3.832878214,"ENSG00000145247"
"48575","OCRL","U3",-2.050503699,"ENSG00000122126"
"48576","ODC1","U3",-1.228728748,"ENSG00000115758"
"48579","OGFOD1","U3",-1.594144881,"ENSG00000087263"
"48580","OGG1","U3",-2.771741896,"ENSG00000114026"
"48581","OGT","U3",-1.489944495,"ENSG00000147162"
"48582","OIP5.AS1","U3",-2.685098422,NA
"48583","OLA1","U3",-4.368408825,"ENSG00000138430"
"48584","OLIG1","U3",-1.126749343,"ENSG00000184221"
"48585","OLIG2","U3",-1.012805418,"ENSG00000205927"
"48586","OPA1","U3",-4.261546729,"ENSG00000198836"
"48587","OPA3","U3",-2.170254447,"ENSG00000125741"
"48588","OPCML","U3",-3.099151401,"ENSG00000183715"
"48589","OPN1SW","U3",-2.73631845,"ENSG00000128617"
"48590","OPTN","U3",-4.136626879,"ENSG00000123240"
"48593","ORC4","U3",-3.449993082,"ENSG00000115947"
"48594","ORC5","U3",-3.593932215,"ENSG00000164815"
"48595","OS9","U3",-3.227171589,"ENSG00000135506"
"48597","OSBP2","U3",-2.201638047,"ENSG00000184792"
"48598","OSBPL10","U3",-2.879667801,"ENSG00000144645"
"48599","OSBPL11","U3",-3.537940954,"ENSG00000144909"
"48600","OSBPL2","U3",-3.262557202,"ENSG00000130703"
"48601","OSBPL6","U3",-3.08914034,"ENSG00000079156"
"48602","OSBPL7","U3",-1.484509828,"ENSG00000006025"
"48603","OSBPL9","U3",-2.719831781,"ENSG00000117859"
"48604","OSER1.AS1","U3",-2.985180478,NA
"48605","OSER1","U3",-2.506768569,"ENSG00000132823"
"48606","OSGEP","U3",-3.525803142,"ENSG00000092094"
"48607","OST4","U3",-3.263101538,"ENSG00000228474"
"48608","OSTC","U3",-3.632885521,"ENSG00000198856"
"48609","OTUB1","U3",-3.088976509,"ENSG00000167770"
"48610","OTUB2","U3",-1.272951365,"ENSG00000089723"
"48611","OTUD1","U3",-3.053488979,"ENSG00000165312"
"48612","OTUD3","U3",-4.067699432,"ENSG00000169914"
"48613","OTUD5","U3",-2.520546439,"ENSG00000068308"
"48614","OTUD6B.AS1","U3",-3.91474418,NA
"48616","OTULIN","U3",-2.797187661,"ENSG00000154124"
"48618","OXCT1","U3",-3.526159534,"ENSG00000083720"
"48619","OXNAD1","U3",-2.571783273,"ENSG00000154814"
"48620","OXR1","U3",-3.925454815,"ENSG00000164830"
"48621","P2RX7","U3",-2.147003838,"ENSG00000089041"
"48623","P4HB","U3",-2.858714477,"ENSG00000185624"
"48624","P4HTM","U3",-2.234403974,"ENSG00000178467"
"48625","PA2G4","U3",-1.024797285,"ENSG00000170515"
"48626","PAAF1","U3",-2.451089089,"ENSG00000175575"
"48627","PABPC4","U3",-1.402687224,"ENSG00000090621"
"48628","PACS1","U3",-2.45549654,"ENSG00000175115"
"48629","PACS2","U3",-3.466314219,"ENSG00000179364"
"48630","PACSIN2","U3",-1.637400315,"ENSG00000100266"
"48631","PAF1","U3",-3.144537596,"ENSG00000006712"
"48632","PAFAH1B1","U3",-2.333005372,"ENSG00000007168"
"48634","PAFAH1B3","U3",-3.649111372,"ENSG00000079462"
"48635","PAG1","U3",-4.696402825,"ENSG00000076641"
"48636","PAICS","U3",1.834889435,"ENSG00000128050"
"48638","PAK1","U3",1.074215044,"ENSG00000149269"
"48639","PAK1IP1","U3",-3.511806833,"ENSG00000111845"
"48640","PAK2","U3",-4.486750904,"ENSG00000180370"
"48641","PAK3","U3",-4.195056614,"ENSG00000077264"
"48642","PAK7","U3",-4.436250494,"ENSG00000101349"
"48643","PALD1","U3",-1.05737836,"ENSG00000107719"
"48644","PALLD","U3",-4.153101232,"ENSG00000129116"
"48645","PAM","U3",-3.888405989,"ENSG00000145730"
"48646","PAN3","U3",2.075223655,"ENSG00000152520"
"48647","PANK3","U3",-4.27724915,"ENSG00000120137"
"48649","PAPD5","U3",-3.970769263,"ENSG00000121274"
"48652","PAPSS1","U3",-3.318397751,"ENSG00000138801"
"48654","PAQR7","U3",3.396981408,"ENSG00000182749"
"48655","PARD3","U3",-1.468512133,"ENSG00000148498"
"48656","PARD6B","U3",2.187976912,"ENSG00000124171"
"48657","PARK7","U3",-3.83309481,"ENSG00000116288"
"48659","PARP11","U3",-2.130610011,"ENSG00000111224"
"48660","PARP14","U3",-2.819946614,"ENSG00000173193"
"48661","PARP1","U3",-4.20248775,"ENSG00000143799"
"48663","PARP4","U3",-3.258570616,"ENSG00000102699"
"48664","PARP6","U3",-3.384042654,"ENSG00000137817"
"48666","PATZ1","U3",-3.499656334,"ENSG00000100105"
"48667","PAWR","U3",-2.981854875,"ENSG00000177425"
"48668","PAX6","U3",-4.799224629,"ENSG00000007372"
"48669","PAXBP1.AS1","U3",-3.160107376,NA
"48670","PAXBP1","U3",-2.567610085,"ENSG00000159086"
"48671","PBDC1","U3",-2.613846068,"ENSG00000102390"
"48672","PBX1","U3",-2.116560497,"ENSG00000185630"
"48673","PBX3","U3",-3.138730638,"ENSG00000167081"
"48674","PCBD2","U3",2.203651086,"ENSG00000132570"
"48675","PCBP1.AS1","U3",1.924334286,NA
"48676","PCBP1","U3",-3.129312503,"ENSG00000169564"
"48678","PCBP4","U3",-1.992192645,"ENSG00000090097"
"48679","PCDH10","U3",-2.891804368,"ENSG00000138650"
"48680","PCDH11X","U3",-3.315374678,"ENSG00000102290"
"48681","PCDH15","U3",-1.371389893,"ENSG00000150275"
"48682","PCDH17","U3",-2.874048078,"ENSG00000118946"
"48683","PCDH19","U3",-2.380487813,"ENSG00000165194"
"48684","PCDH7","U3",-3.325676523,"ENSG00000169851"
"48685","PCDH8","U3",-3.026665353,"ENSG00000136099"
"48686","PCDH9","U3",-1.30461762,"ENSG00000184226"
"48687","PCDHB19P","U3",-1.08264308,NA
"48688","PCDHB2","U3",-2.815633014,"ENSG00000112852"
"48689","PCDHGA10","U3",-4.045040917,"ENSG00000253846"
"48690","PCDHGA5","U3",-1.231453043,"ENSG00000253485"
"48691","PCDHGC3","U3",-2.223052224,"ENSG00000240184"
"48692","PCED1A","U3",-2.201671822,"ENSG00000132635"
"48693","PCGF3","U3",-3.019865196,"ENSG00000185619"
"48694","PCID2","U3",-3.975628663,"ENSG00000126226"
"48695","PCIF1","U3",-2.195254294,"ENSG00000100982"
"48696","PCLO","U3",-4.796224913,"ENSG00000186472"
"48697","PCM1","U3",-4.421247908,"ENSG00000078674"
"48698","PCMT1","U3",-4.687715708,"ENSG00000120265"
"48700","PCMTD2","U3",-5.26115529,"ENSG00000203880"
"48701","PCNP","U3",-1.207856398,"ENSG00000081154"
"48702","PCNT","U3",-3.645796664,"ENSG00000160299"
"48703","PCNX","U3",-4.561713075,"ENSG00000100731"
"48704","PCNXL4","U3",-1.396354526,"ENSG00000126773"
"48705","PCSK7","U3",-3.030725787,"ENSG00000160613"
"48706","PCYOX1","U3",-1.833042423,"ENSG00000116005"
"48707","PCYT1A","U3",-2.749748729,"ENSG00000161217"
"48708","PCYT1B","U3",-3.088685107,"ENSG00000102230"
"48710","PDCD11","U3",2.190952562,"ENSG00000148843"
"48711","PDCD5","U3",-3.242156658,"ENSG00000105185"
"48712","PDCD6","U3",-1.417853824,"ENSG00000249915"
"48714","PDCD7","U3",-3.319556338,"ENSG00000090470"
"48715","PDCL","U3",-3.952743087,"ENSG00000136940"
"48716","PDE12","U3",-2.6617841,"ENSG00000174840"
"48717","PDE1A","U3",-4.109308899,"ENSG00000115252"
"48718","PDE2A","U3",-1.871579915,"ENSG00000186642"
"48719","PDE4B","U3",-3.305332458,"ENSG00000184588"
"48720","PDE4D","U3",-4.332194834,"ENSG00000113448"
"48721","PDE4DIP","U3",-3.728268614,"ENSG00000178104"
"48722","PDE5A","U3",2.04652081,"ENSG00000138735"
"48723","PDE6C","U3",-1.897402143,"ENSG00000095464"
"48724","PDE7B","U3",-1.560238128,"ENSG00000171408"
"48725","PDE8B","U3",-2.948544806,"ENSG00000113231"
"48726","PDE9A","U3",-3.319213974,"ENSG00000160191"
"48727","PDGFA","U3",2.160578969,"ENSG00000197461"
"48728","PDGFC","U3",-4.250620874,"ENSG00000145431"
"48729","PDGFD","U3",-2.922305346,"ENSG00000170962"
"48730","PDGFRA","U3",1.454565788,"ENSG00000134853"
"48732","PDHB","U3",-3.615884946,"ENSG00000168291"
"48733","PDHX","U3",-3.397904914,"ENSG00000110435"
"48735","PDIA4","U3",-2.136336923,"ENSG00000155660"
"48736","PDIA6","U3",-3.277346176,"ENSG00000143870"
"48737","PDIK1L","U3",-4.420159486,"ENSG00000175087"
"48738","PDLIM3","U3",-4.107884681,"ENSG00000154553"
"48739","PDLIM5","U3",-3.736361561,"ENSG00000163110"
"48741","PDP1","U3",-3.09991666,"ENSG00000164951"
"48742","PDPK1","U3",-3.431629487,"ENSG00000140992"
"48743","PDPN","U3",-1.049499313,"ENSG00000162493"
"48744","PDPR","U3",-3.171875019,"ENSG00000090857"
"48745","PDRG1","U3",2.406265575,"ENSG00000088356"
"48746","PDS5A","U3",-2.119232295,"ENSG00000121892"
"48748","PDSS1","U3",-2.130279446,"ENSG00000148459"
"48750","PDXDC2P","U3",-2.388089717,"ENSG00000255185"
"48751","PDZD11","U3",-3.864393387,"ENSG00000120509"
"48752","PDZD4","U3",-3.129023319,"ENSG00000067840"
"48753","PDZD8","U3",2.351595024,"ENSG00000165650"
"48754","PDZRN3","U3",-3.451894854,"ENSG00000121440"
"48755","PDZRN4","U3",-3.426313283,"ENSG00000165966"
"48757","PEAK1","U3",-3.155084506,"ENSG00000173517"
"48758","PEAR1","U3",4.594854332,"ENSG00000187800"
"48760","PEG10","U3",-1.744278482,"ENSG00000242265"
"48762","PELI2","U3",-4.387766292,"ENSG00000139946"
"48763","PELP1","U3",-1.429422936,"ENSG00000141456"
"48764","PEMT","U3",-2.139612097,"ENSG00000133027"
"48765","PER3","U3",-2.588438373,"ENSG00000049246"
"48766","PET100","U3",-2.649395292,"ENSG00000229833"
"48767","PEX11B","U3",-3.648594614,"ENSG00000131779"
"48768","PEX12","U3",-1.611805154,"ENSG00000108733"
"48769","PEX13","U3",-2.930969932,"ENSG00000162928"
"48771","PFAS","U3",1.991720269,"ENSG00000178921"
"48772","PFDN1","U3",1.212635991,"ENSG00000113068"
"48773","PFDN2","U3",-2.794522922,"ENSG00000143256"
"48774","PFDN4","U3",-3.480965751,"ENSG00000101132"
"48775","PFDN5","U3",-2.773594545,"ENSG00000123349"
"48776","PFKFB3","U3",-2.193888559,"ENSG00000170525"
"48777","PFKM","U3",2.279792631,"ENSG00000152556"
"48780","PGAM1","U3",-3.3431052,"ENSG00000171314"
"48781","PGAM5","U3",-2.354716022,"ENSG00000247077"
"48782","PGAP1","U3",-5.117990117,"ENSG00000197121"
"48784","PGBD1","U3",-3.632482023,"ENSG00000137338"
"48785","PGD","U3",-4.467730293,"ENSG00000142657"
"48786","PGGT1B","U3",-1.003459206,"ENSG00000164219"
"48787","PGK1","U3",-2.589488971,"ENSG00000102144"
"48788","PGM2","U3",-2.960009519,"ENSG00000169299"
"48789","PGM2L1","U3",-3.787437437,"ENSG00000165434"
"48790","PGM3","U3",-2.91093503,"ENSG00000013375"
"48791","PGM5P2","U3",-1.909963137,"ENSG00000277778"
"48792","PGRMC1","U3",-3.581698051,"ENSG00000101856"
"48793","PGRMC2","U3",-3.358879434,"ENSG00000164040"
"48794","PGS1","U3",-1.745351911,"ENSG00000087157"
"48797","PHACTR3","U3",-4.172324259,"ENSG00000087495"
"48798","PHACTR4","U3",-4.207966157,"ENSG00000204138"
"48799","PHAX","U3",-4.329474074,"ENSG00000164902"
"48800","PHB2","U3",-2.974359642,"ENSG00000215021"
"48801","PHB","U3",-3.52497304,"ENSG00000167085"
"48802","PHC1","U3",-4.578565091,"ENSG00000111752"
"48803","PHC2","U3",-3.898551238,"ENSG00000134686"
"48804","PHF10","U3",-4.494887286,"ENSG00000130024"
"48805","PHF12","U3",-2.471177554,"ENSG00000109118"
"48806","PHF14","U3",-4.434055692,"ENSG00000106443"
"48807","PHF20L1","U3",-4.385466331,"ENSG00000129292"
"48808","PHF2","U3",-2.685538304,"ENSG00000197724"
"48809","PHF21B","U3",-2.814530263,"ENSG00000056487"
"48810","PHF3","U3",-5.09426153,"ENSG00000118482"
"48813","PHGDH","U3",-2.93420205,"ENSG00000092621"
"48814","PHIP","U3",-4.100528197,"ENSG00000146247"
"48815","PHKA2","U3",-2.770729847,"ENSG00000044446"
"48816","PHKB","U3",-5.289459293,"ENSG00000102893"
"48817","PHKG2","U3",-2.052156207,"ENSG00000156873"
"48818","PHLDA1","U3",-3.577211062,"ENSG00000139289"
"48819","PHLDB1","U3",-3.060389172,"ENSG00000019144"
"48820","PHLPP1","U3",-3.447568964,"ENSG00000081913"
"48821","PHLPP2","U3",-3.079057307,"ENSG00000040199"
"48822","PHPT1","U3",1.006019269,"ENSG00000054148"
"48823","PHRF1","U3",1.38816712,"ENSG00000070047"
"48824","PHTF1","U3",-1.560396769,"ENSG00000116793"
"48825","PHTF2","U3",-1.159565215,"ENSG00000006576"
"48827","PI4KAP2","U3",-2.378924945,"ENSG00000183506"
"48828","PI4KB","U3",-2.942566932,"ENSG00000143393"
"48829","PIANP","U3",-3.196789842,"ENSG00000139200"
"48830","PIAS1","U3",-4.018768761,"ENSG00000033800"
"48832","PICALM","U3",-4.364178774,"ENSG00000073921"
"48833","PID1","U3",-3.778189418,"ENSG00000153823"
"48834","PIGA","U3",-2.920036438,"ENSG00000165195"
"48835","PIGC","U3",-3.496945257,"ENSG00000135845"
"48836","PIGCP1","U3",-1.035572368,NA
"48837","PIGG","U3",1.032427433,"ENSG00000174227"
"48838","PIGH","U3",-2.445496191,"ENSG00000100564"
"48839","PIGL","U3",3.13008821,"ENSG00000108474"
"48840","PIGN","U3",-3.227606894,"ENSG00000197563"
"48841","PIGO","U3",-1.627188124,"ENSG00000165282"
"48842","PIGQ","U3",-2.048632562,"ENSG00000007541"
"48843","PIGS","U3",-3.285037194,"ENSG00000087111"
"48844","PIGU","U3",-3.681938603,"ENSG00000101464"
"48845","PIGX","U3",-2.749324242,"ENSG00000163964"
"48846","PIK3C2A","U3",-4.20336322,"ENSG00000011405"
"48848","PIK3CB","U3",-3.356721967,"ENSG00000051382"
"48849","PIK3IP1","U3",-1.710852964,"ENSG00000100100"
"48850","PIK3R1","U3",-2.927302705,"ENSG00000145675"
"48851","PIK3R3","U3",-2.710679771,"ENSG00000117461"
"48852","PIK3R4","U3",-2.36156176,"ENSG00000196455"
"48853","PIKFYVE","U3",-1.917978431,"ENSG00000115020"
"48855","PIN4","U3",-2.728882428,"ENSG00000102309"
"48857","PIP4K2A","U3",2.361096004,"ENSG00000150867"
"48858","PIP4K2B","U3",-3.215717881,"ENSG00000276293"
"48859","PIP4K2C","U3",-2.993134466,"ENSG00000166908"
"48860","PIP5K1B","U3",-2.953389873,"ENSG00000107242"
"48861","PISD","U3",-2.81335167,"ENSG00000241878"
"48862","PITHD1","U3",-2.677412279,"ENSG00000057757"
"48863","PITPNA","U3",-2.837240086,"ENSG00000174238"
"48864","PITPNB","U3",-1.875376116,"ENSG00000180957"
"48866","PITRM1","U3",-2.689017593,"ENSG00000107959"
"48867","PJA1","U3",-2.728580738,"ENSG00000181191"
"48868","PJA2","U3",-2.18459407,"ENSG00000198961"
"48870","PKD1L3","U3",-1.303857736,"ENSG00000277481"
"48871","PKD1P6","U3",-2.366801985,"ENSG00000250251"
"48872","PKD2","U3",-3.175573252,"ENSG00000118762"
"48873","PKIA","U3",-3.534399984,"ENSG00000171033"
"48874","PKN2","U3",-3.983625494,"ENSG00000065243"
"48875","PKNOX1","U3",-3.719192691,"ENSG00000160199"
"48876","PKP4","U3",-3.321542421,"ENSG00000144283"
"48877","PLA2G15","U3",-2.733530561,"ENSG00000103066"
"48878","PLAA","U3",-3.308684202,"ENSG00000137055"
"48879","PLAGL2","U3",-2.576093176,"ENSG00000126003"
"48880","PLAT","U3",-2.078191645,"ENSG00000104368"
"48881","PLBD2","U3",-2.631286913,"ENSG00000151176"
"48882","PLCB1","U3",-4.531538246,"ENSG00000182621"
"48883","PLCB4","U3",-3.750432546,"ENSG00000101333"
"48884","PLCE1","U3",1.358551171,"ENSG00000138193"
"48885","PLCG1","U3",-3.224806972,"ENSG00000124181"
"48886","PLCL1","U3",-2.892576834,"ENSG00000115896"
"48887","PLCL2","U3",-3.695201241,"ENSG00000154822"
"48888","PLD1","U3",-1.385250619,"ENSG00000075651"
"48889","PLD3","U3",-3.333083991,"ENSG00000105223"
"48891","PLEKHA1","U3",-4.184767939,"ENSG00000107679"
"48892","PLEKHA3","U3",1.562849801,"ENSG00000116095"
"48894","PLEKHA8","U3",-3.4142066,"ENSG00000106086"
"48895","PLEKHB2","U3",-3.810668413,"ENSG00000115762"
"48896","PLEKHG4B","U3",-3.067232608,"ENSG00000153404"
"48898","PLEKHJ1","U3",-2.305345113,"ENSG00000104886"
"48899","PLEKHM1","U3",-1.040284328,"ENSG00000225190"
"48900","PLEKHM2","U3",-2.088779216,"ENSG00000116786"
"48901","PLEKHO1","U3",-3.203782909,"ENSG00000023902"
"48902","PLIN2","U3",1.739661484,"ENSG00000147872"
"48903","PLK2","U3",-3.922016136,"ENSG00000145632"
"48904","PLLP","U3",-1.486706996,"ENSG00000102934"
"48905","PLOD2","U3",1.320130077,"ENSG00000152952"
"48906","PLOD3","U3",-1.888923594,"ENSG00000106397"
"48907","PLP1","U3",-2.736721626,"ENSG00000123560"
"48908","PLRG1","U3",-4.122051428,"ENSG00000171566"
"48909","PLS3","U3",-4.225865307,"ENSG00000102024"
"48910","PLXDC2","U3",-2.829357424,"ENSG00000120594"
"48911","PLXNA2","U3",-3.676687147,"ENSG00000076356"
"48912","PLXNA3","U3",-3.08402208,"ENSG00000130827"
"48913","PLXNA4","U3",-4.650672786,"ENSG00000221866"
"48914","PLXNB1","U3",-1.943751113,"ENSG00000164050"
"48915","PLXNC1","U3",1.103457372,"ENSG00000136040"
"48916","PML","U3",-2.204289095,"ENSG00000140464"
"48917","PMM2","U3",-2.606942115,"ENSG00000140650"
"48918","PMP2","U3",-2.482830869,"ENSG00000147588"
"48919","PMPCA","U3",2.951081977,"ENSG00000165688"
"48920","PMPCB","U3",-2.368024688,"ENSG00000105819"
"48921","PMS2P4","U3",-2.088899796,"ENSG00000067601"
"48922","PNISR","U3",-2.539107729,"ENSG00000132424"
"48923","PNKD","U3",-2.70858659,"ENSG00000127838"
"48924","PNKP","U3",-1.165457805,"ENSG00000039650"
"48925","PNMA1","U3",-4.271725709,"ENSG00000176903"
"48926","PNMA2","U3",-4.624173178,"ENSG00000240694"
"48929","PNO1","U3",-3.055518005,"ENSG00000115946"
"48930","PNPLA8","U3",-4.30672642,"ENSG00000135241"
"48931","PNRC1","U3",-3.617689496,"ENSG00000146278"
"48932","PNRC2","U3",-3.679253352,"ENSG00000189266"
"48933","POC5","U3",-2.680325201,"ENSG00000152359"
"48934","PODXL","U3",-2.44865003,"ENSG00000128567"
"48935","POGK","U3",-4.283697012,"ENSG00000143157"
"48936","POGLUT1","U3",1.225851261,"ENSG00000163389"
"48937","POGZ","U3",-3.563269886,"ENSG00000143442"
"48938","POLA1","U3",-1.119130528,"ENSG00000101868"
"48939","POLB","U3",-4.075727796,"ENSG00000070501"
"48941","POLD2","U3",-3.241441991,"ENSG00000106628"
"48942","POLDIP2","U3",-3.232986535,"ENSG00000004142"
"48943","POLDIP3","U3",1.021148251,"ENSG00000100227"
"48944","POLE","U3",-2.304509374,"ENSG00000177084"
"48945","POLE3","U3",-2.677345524,"ENSG00000148229"
"48946","POLG2","U3",-3.264957498,"ENSG00000256525"
"48947","POLI","U3",1.843220042,"ENSG00000101751"
"48948","POLK","U3",-4.501359895,"ENSG00000122008"
"48949","POLL","U3",-1.897250906,"ENSG00000166169"
"48950","POLQ","U3",-3.181171243,"ENSG00000051341"
"48951","POLR1A","U3",-2.597711034,"ENSG00000068654"
"48952","POLR1B","U3",2.15127328,"ENSG00000125630"
"48953","POLR1C","U3",1.514254321,"ENSG00000171453"
"48954","POLR1D","U3",-3.802559192,"ENSG00000186184"
"48955","POLR1E","U3",-1.692450078,"ENSG00000137054"
"48957","POLR2B","U3",-3.827769558,"ENSG00000047315"
"48958","POLR2C","U3",-2.838409321,"ENSG00000102978"
"48959","POLR2D","U3",1.089155806,"ENSG00000144231"
"48960","POLR2E","U3",-2.640995315,"ENSG00000099817"
"48961","POLR2G","U3",-3.964784734,"ENSG00000168002"
"48962","POLR2H","U3",-3.289687054,"ENSG00000163882"
"48963","POLR2I","U3",-2.53183768,"ENSG00000105258"
"48964","POLR2J3","U3",-1.625003978,"ENSG00000285437"
"48965","POLR2K","U3",-3.907118047,"ENSG00000147669"
"48966","POLR3A","U3",-2.814792199,"ENSG00000148606"
"48967","POLR3B","U3",-2.95364707,"ENSG00000013503"
"48968","POLR3D","U3",-2.861339254,"ENSG00000168495"
"48970","POLR3F","U3",-3.257468181,"ENSG00000132664"
"48971","POM121","U3",-2.271259729,"ENSG00000196313"
"48972","POMGNT2","U3",-2.610986247,"ENSG00000144647"
"48973","POMP","U3",-4.182710402,"ENSG00000132963"
"48974","POMT1","U3",-2.886511204,"ENSG00000130714"
"48975","POMT2","U3",-1.91648801,"ENSG00000009830"
"48976","POMZP3","U3",-1.297349984,"ENSG00000146707"
"48977","PON2","U3",2.758380509,"ENSG00000105854"
"48978","POP4","U3",-2.744684035,"ENSG00000105171"
"48979","POT1.AS1","U3",-3.516274357,NA
"48980","POU2F1","U3",-2.008325201,"ENSG00000143190"
"48981","POU3F2","U3",-5.912693781,"ENSG00000184486"
"48982","POU3F3","U3",-3.950652481,"ENSG00000198914"
"48983","POU6F1","U3",-3.011167499,"ENSG00000184271"
"48984","POU6F2","U3",-1.82992799,"ENSG00000106536"
"48985","PPA1","U3",-4.255798462,"ENSG00000180817"
"48986","PPAP2A","U3",-2.481274974,"ENSG00000067113"
"48987","PPAP2B","U3",-3.491204681,"ENSG00000162407"
"48989","PPAPDC1B","U3",-3.726379823,"ENSG00000147535"
"48990","PPARA","U3",-2.254079423,"ENSG00000186951"
"48991","PPAT","U3",-3.470736143,"ENSG00000128059"
"48993","PPEF1","U3",-2.002963946,"ENSG00000086717"
"48994","PPFIA1","U3",-2.610620057,"ENSG00000131626"
"48995","PPFIA2","U3",-3.838264772,"ENSG00000139220"
"48996","PPFIBP1","U3",1.700916002,"ENSG00000110841"
"48998","PPIA","U3",-2.8465613,"ENSG00000196262"
"48999","PPIAP2","U3",-2.317960084,NA
"49000","PPIAP22","U3",-1.910021181,NA
"49001","PPIAP29","U3",-1.082250112,NA
"49003","PPIB","U3",-3.190657708,"ENSG00000166794"
"49004","PPID","U3",-3.138886498,"ENSG00000171497"
"49006","PPIEL","U3",2.679285979,"ENSG00000243970"
"49007","PPIG","U3",-1.91960969,"ENSG00000138398"
"49008","PPIL2","U3",-2.742990712,"ENSG00000100023"
"49009","PPIL4","U3",-4.287118255,"ENSG00000131013"
"49010","PPIP5K2","U3",1.455799555,"ENSG00000145725"
"49011","PPM1B","U3",-3.716707699,"ENSG00000138032"
"49012","PPM1D","U3",-2.27236622,"ENSG00000170836"
"49014","PPM1G","U3",-3.317254746,"ENSG00000115241"
"49015","PPM1K","U3",-3.27752582,"ENSG00000163644"
"49016","PPM1L","U3",-4.092240772,"ENSG00000163590"
"49017","PPME1","U3",1.235267953,"ENSG00000214517"
"49018","PPP1CC","U3",-3.277313694,"ENSG00000186298"
"49019","PPP1R10","U3",-2.331331729,"ENSG00000204569"
"49021","PPP1R12B","U3",-3.153363163,"ENSG00000077157"
"49022","PPP1R13B","U3",-1.912947231,"ENSG00000088808"
"49023","PPP1R15A","U3",-2.559713555,"ENSG00000087074"
"49024","PPP1R15B","U3",-4.320144269,"ENSG00000158615"
"49025","PPP1R18","U3",-1.697643135,"ENSG00000146112"
"49027","PPP1R21","U3",-3.857700439,"ENSG00000162869"
"49028","PPP1R2","U3",-2.749583149,"ENSG00000184203"
"49029","PPP1R8","U3",-2.31164212,"ENSG00000117751"
"49031","PPP1R9A","U3",-2.968529535,"ENSG00000158528"
"49032","PPP2CA","U3",-1.507149867,"ENSG00000113575"
"49033","PPP2CB","U3",-4.19280392,"ENSG00000104695"
"49034","PPP2R1A","U3",-3.465511022,"ENSG00000105568"
"49036","PPP2R2B","U3",-5.126168173,"ENSG00000156475"
"49037","PPP2R2D","U3",-2.824748505,"ENSG00000175470"
"49038","PPP2R3A","U3",-4.017115472,"ENSG00000073711"
"49039","PPP2R3C","U3",-4.117859609,"ENSG00000092020"
"49040","PPP2R5A","U3",-2.785185365,"ENSG00000066027"
"49041","PPP2R5C","U3",1.052408514,"ENSG00000078304"
"49042","PPP2R5D","U3",1.241491085,"ENSG00000112640"
"49043","PPP2R5E","U3",-3.859945663,"ENSG00000154001"
"49045","PPP3CB","U3",-3.735625209,"ENSG00000107758"
"49046","PPP3CC","U3",-2.402828411,"ENSG00000120910"
"49047","PPP4R1","U3",-3.926301179,"ENSG00000154845"
"49048","PPP4R2","U3",-3.621029414,"ENSG00000163605"
"49049","PPP6C","U3",-3.876573303,"ENSG00000119414"
"49050","PPP6R2","U3",-2.501498592,"ENSG00000100239"
"49051","PPP6R3","U3",-1.855114966,"ENSG00000110075"
